0	0
1	1999449
2	3696730
3	5219273
4	6727801
5	8208117
6	9659018
7	11091740
8	12466454
9	13817620
10	15141135
11	16376970
12	17604618
13	18818747
14	20020883
15	21219364
16	22406492
17	23573533
18	24740090
19	25904736
20	27061263
21	28205198
22	29349097
23	30474230
24	31563702
25	32645804
26	33717313
27	34780925
28	35844492
29	36894278
30	37941152
31	38982744
32	39987650
33	40975187
34	41958964
35	42935098
36	43902143
37	44865290
38	45825596
39	46763587
40	47700580
41	48637012
42	49572811
43	50496852
44	51417654
45	52334418
46	53248060
47	54158308
48	55067709
49	55976320
50	56867819
51	57750445
52	58629675
53	59507962
54	60376855
55	61241630
56	62098408
57	62942672
58	63775333
59	64607396
60	65439294
61	66267859
62	67092914
63	67913344
64	68711742
65	69508850
66	70303223
67	71096232
68	71883405
69	72666234
70	73445007
71	74223667
72	74998932
73	75773123
74	76547105
75	77318569
76	78089379
77	78856043
78	79614549
79	80372206
80	81121667
81	81863664
82	82605013
83	83346245
84	84084723
85	84820972
86	85555671
87	86287545
88	87017213
89	87746575
90	88475616
91	89204398
92	89933143
93	90660887
94	91387529
95	92112561
96	92836024
97	93557555
98	94278078
99	94997526
100	95716915
101	96436026
102	97154360
103	97866383
104	98577132
105	99287256
106	99995824
107	100704075
108	101409949
109	102114701
110	102817742
111	103514060
112	104210134
113	104900238
114	105590078
115	106279899
116	106965861
117	107645651
118	108324238
119	109002272
120	109678725
121	110347137
122	111009785
123	111672229
124	112331647
125	112990991
126	113646966
127	114299802
128	114952318
129	115603638
130	116254288
131	116903631
132	117552934
133	118202134
134	118849888
135	119494706
136	120138774
137	120779042
138	121418484
139	122057526
140	122695459
141	123328459
142	123960049
143	124590107
144	125218871
145	125844509
146	126467840
147	127088671
148	127709107
149	128328897
150	128948358
151	129563135
152	130177496
153	130790264
154	131402958
155	132015495
156	132625685
157	133235724
158	133842861
159	134448164
160	135049871
161	135650327
162	136249084
163	136847651
164	137442649
165	138035973
166	138629057
167	139221573
168	139812126
169	140401146
170	140989658
171	141576151
172	142162455
173	142748706
174	143334326
175	143919053
176	144502895
177	145086188
178	145667439
179	146246083
180	146824606
181	147400488
182	147976167
183	148548484
184	149120720
185	149692787
186	150264541
187	150834843
188	151403997
189	151972783
190	152538795
191	153102577
192	153664658
193	154223228
194	154781336
195	155339375
196	155894790
197	156447989
198	157001040
199	157551337
200	158100207
201	158648864
202	159196971
203	159744921
204	160286593
205	160827600
206	161367590
207	161907527
208	162444001
209	162977015
210	163508326
211	164037756
212	164566460
213	165095102
214	165621274
215	166147137
216	166671153
217	167194658
218	167717478
219	168239815
220	168761653
221	169282794
222	169803746
223	170323664
224	170843099
225	171361475
226	171878957
227	172395796
228	172912621
229	173429393
230	173943556
231	174457706
232	174971841
